"","formulaRank","molecularFormula","adduct","precursorFormula","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass","retentionTimeInSeconds","retentionTimeInMinutes","formulaId","alignedFeatureId","compoundId","mappingFeatureId","overallFeatureQuality","structurePerIdRank","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","bio_score","polarity","id","mz_round","rt_round"
"759",1,"C25H24O11","[M - H2O + H]+","C25H23O10+","Shikimates and Phenylpropanoids",0.976,"Phenylpropanoids (C6-C3)",0.982,"Cinnamic acids and derivatives",0.985,"Phenylpropanoids and polyketides",0.988,"Cinnamic acids and derivatives",0.995,"Hydroxycinnamic acids and derivatives",0.993,"Hydroxycinnamic acid esters",0.626,"Coumaric acid esters",0.675,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Cyclic alcohols and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",483.129,1250,20.837,829744881939812736,829739533174435328,829739533174435328,"723",NA,1,0.408,0.408,-70.606,0.531,0.314,58.924,"PCMWSBGTYOCQCP","InChI=1S/C25H24O11/c26-16-6-1-14(2-7-16)4-9-22(31)36-23-19(29)12-25(34,24(32)33)13-20(23)35-21(30)10-5-15-3-8-17(27)18(28)11-15/h1-11,19-20,23,26-29,34H,12-13H2,(H,32,33)","3-{[3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,5-dihydroxy-4-{[3-(4-hydroxyphenyl)prop-2-enoyl]oxy}cyclohexane-1-carboxylic acid","C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC=C(C=C3)O)O",1.9,"42598865;102383774;74826868","COCONUT:(CNP0077575);SUPERNATURAL:(SN0281693);PUBCHEM:(42598865 102383774 74826868);LOTUS:(Q105205883);PUBMED:(null)",271581250,3,"p","p723",483.129,20.84
"760",1,"C20H23NO2","[M + H]+","C20H24NO2+","Alkaloids",0.994,"Tyrosine alkaloids",1,"Isoquinoline alkaloids",0.638,"Alkaloids and derivatives",0.71,"6,6a-secoaporphines",0.906,NA,NA,NA,NA,"6,6a-secoaporphines",0.906,"Organic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; 6,6a-secoaporphines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",310.181,1254,20.897,829744867180054400,829739533270904320,829739533270904320,"725",NA,1,0.797,0.797,-88.413,1,1,85.293,"UZZFAUDNCIFFPM","InChI=1S/C20H23NO2/c1-21(2)12-11-15-13-18(22-3)20(23-4)19-16-8-6-5-7-14(16)9-10-17(15)19/h5-10,13H,11-12H2,1-4H3","[2-(3,4-dimethoxyphenanthren-1-yl)ethyl]dimethylamine","CN(C)CCC1=CC(=C(C2=C1C=CC3=CC=CC=C32)OC)OC",4.7,"96918","PUBCHEMANNOTATIONBIO;COCONUT:(CNP0321627);HMDB:(HMDB0030304);CHEBI:(174220);SUPERNATURAL:(SN0384689);MESH:(96918);PUBCHEM:(96918);DSSTox:(DTXSID30970641);LOTUS:(Q82953882);PUBCHEMANNOTATIONDRUG;PUBMED",137760866414,3,"p","p725",310.181,20.9
"761",1,"C8H11N","[M + H]+","C8H12N+","Alkaloids",0.693,"Nicotinic acid alkaloids",0.827,"Pyridine alkaloids",0.825,"Organic nitrogen compounds",1,"Organonitrogen compounds",1,"Amines",0.956,"Tertiary amines",0.908,"Dialkylarylamines",0.866,"Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities",122.097,1259,20.988,829744910825990656,829739533317041664,829739533312847360,"726",NA,1,0.728,0.728,-37.684,1,1,57.65,"JLTDJTHDQAWBAV","InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","N,N-dimethylaniline","CN(C)C1=CC=CC=C1",1.865,"101127291;101367364;101367365;6971261;102005686;59061702;10214384;10486849;131851648;10606750;13000334;13000337;949;91210709;12021644","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001020);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(949 79987);SUPERNATURAL:(SN0168858);HSDB:(121-69-7);MESH:(949);FooDB:(FDB005128);PUBCHEM:(101127291 101367364 101367365 6971261 102005686 59061702 10214384 10486849 131851648 10606750 13000334 13000337 949 91210709 12021644);COCONUT:(CNP0137867);NORMAN:(NS00010833 NS00082212);METACYC:(LIPID NN-DIMETHYLANILINE);CHEBI:(16269);KEGG:(C02846);DSSTox:(DTXSID101308832 DTXSID2020507 DTXSID20956873 DTXSID4064050 DTXSID601288805 DTXSID70448859 DTXSID90504603 DTXSID90512349);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null)",138235087726,3,"p","p726",122.097,20.99
"762",1,"C22H22O12","[M + H]+","C22H23O12+","Shikimates and Phenylpropanoids",1,"Flavonoids",0.998,"Flavonols",0.953,"Phenylpropanoids and polyketides",0.999,"Flavonoids",0.994,"Flavonoid glycosides",0.986,"Flavonoid O-glycosides",0.984,"Flavonoid-3-O-glycosides",0.858,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",479.119,1251,20.846,829744879041548288,829739533354790400,829739533354790400,"727",NA,1,0.747,0.789,-18.479,1,0.999,28.799,"CQLRUIIRRZYHHS","InChI=1S/C22H22O12/c1-31-12-4-8(2-3-10(12)25)20-21(17(28)15-11(26)5-9(24)6-13(15)32-20)34-22-19(30)18(29)16(27)14(7-23)33-22/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3","5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one","COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O",0.7,"154828501;86326451;86328677;51506933;5318644;5318645;42433475;42433476;42433477;42433478;51402808;51402809;162959352;97641303;94856579;91885208;10390317;45933930;13245586;13245587;13245588;13245589;122386690;72551443;71463991;44258009","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0301761 HMDB0302682);MiMeDB:(MMDBc0033661);BloodExposome:(5318645);LIPIDMAPS:(LMPK12110576 LMPK12112315);SUPERNATURAL:(SN0052854);MESH:(5318644 5318645 86328677);FooDB:(FDB000605 FDB005749 FDB021629);PUBCHEM:(154828501 86326451 86328677 51506933 5318644 5318645 42433475 42433476 42433477 42433478 51402808 51402809 162959352 97641303 94856579 91885208 10390317 45933930 13245586 13245587 13245588 13245589 122386690 72551443 71463991 44258009);GNPS:(CCMSLIB00000848486 CCMSLIB00003135800);COCONUT:(CNP0230367);METACYC:(CPD-14969);PLANTCYC:(CPD-14969);CHEBI:(183365 75750 75758 75777 139461 75751);DSSTox:(DTXSID601311218 DTXSID90855824);LOTUS:(Q104968098 Q27145533 Q104968101 Q27145537 Q104968110 Q23049780 Q114780210 Q27145528 Q104968109 Q27145529 Q104968068);YMDB:(YMDB01721);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(CQLRUIIRRZYHHS-UHFFFAOYSA-N)",141523359870,3,"p","p727",479.119,20.85
"763",1,"C21H20O10","[M + H]+","C21H21O10+","Shikimates and Phenylpropanoids",1,"Flavonoids",0.997,"Flavonols",0.959,"Phenylpropanoids and polyketides",0.999,"Flavonoids",0.995,"Flavonoid glycosides",0.995,"Flavonoid O-glycosides",0.996,"Flavonoid-3-O-glycosides",0.921,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",433.114,1262,21.04,829744898763169920,829739533392539136,829739533392539136,"728",NA,1,0.54,0.857,-30.255,0.998,0.965,35.338,"SOSLMHZOJATCCP","InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3","Afzelin","CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O",1.2,"21550855;163184116;15558499;15558501;5316673;5318763;135398081;22838616;162899760;162899761;162899762;162899763;162899764;162899765;162899766;5835713;25202794;89405710;11133801;12047524;11968667;11972391;90002509;90353299;44258913;68796250","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0248048 HMDB0304559);BloodExposome:(15558501 5316673 44258913 5318763);LIPIDMAPS:(LMPK12111842);SUPERNATURAL:(SN0351297);MESH:(5316673 15558501 22838616);FooDB:(FDB016491 FDB093488);PUBCHEM:(21550855 163184116 15558499 15558501 5316673 5318763 135398081 22838616 162899760 162899761 162899762 162899763 162899764 162899765 162899766 5835713 25202794 89405710 11133801 12047524 11968667 11972391 90002509 90353299 44258913 68796250);GNPS:(CCMSLIB00004679286);COCONUT:(CNP0167643);NORMAN:(NS00096994);METACYC:(CPD1F-461);PLANTCYC:(CPD1F-461);CHEBI:(144433 182383 80790);KEGG:(C16911);DSSTox:(DTXSID50197459);LOTUS:(Q104197482 Q105257155 Q105257159 Q105257151 Q105257150 Q3334749 Q104390356 Q104400367 Q105257156 Q105257152 Q105257154);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(SOSLMHZOJATCCP-UHFFFAOYSA-N)",140449814910,3,"p","p728",433.114,21.04
"764",1,"C9H6O2","[M + H]+","C9H7O2+","Polyketides",0.725,"Naphthalenes",0.889,"Naphthoquinones",0.816,"Benzenoids",0.976,"Naphthalenes",0.652,NA,NA,NA,NA,"Naphthalenes",0.652,"Organic compounds; Naphthalenes; Ketones; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",147.044,1266,21.093,829744900243759744,829739533447065088,829739533442870784,"729",NA,1,0.137,0.137,-68.238,1,0.5,67.721,"OTAFHZMPRISVEM","InChI=1S/C9H6O2/c10-8-5-6-11-9-4-2-1-3-7(8)9/h1-6H","Chromone","C1=CC=C2C(=C1)C(=O)C=CO2",1.805,"69748422;89421303;13027889;10286;132522906","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0032938);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(10286);SUPERNATURAL:(SN0274507);MESH:(10286);FooDB:(FDB010923);PUBCHEM:(69748422 89421303 13027889 10286 132522906);COCONUT:(CNP0132668);NORMAN:(NS00031861);CHEBI:(72013);DSSTox:(DTXSID40197680);LOTUS:(Q420156);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)",138369302638,3,"p","p729",147.044,21.09
"765",1,"C9H6O3","[M + H]+","C9H7O3+","Shikimates and Phenylpropanoids",0.683,"Coumarins",0.687,"Naphthoquinones",0.551,"Benzenoids",0.995,"Phenols",0.705,"1-hydroxy-2-unsubstituted benzenoids",0.664,NA,NA,"1-hydroxy-2-unsubstituted benzenoids",0.664,"Organic compounds; Organoheterocyclic compounds; Phenols; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",163.039,1256,20.933,829744890722687744,829739533493202432,829739533493202432,"730",NA,1,0.146,0.146,-78.199,1,0.333,108.33,"OWBBAPRUYLEWRR","InChI=1S/C9H6O3/c10-7-5-9(11)12-8-4-2-1-3-6(7)8/h1-5,11H","2-hydroxy-4H-chromen-4-one","C1=CC=C2C(=C1)C(=O)C=C(O2)O",1.529,"21788013;21788014;134854067","COCONUT:(CNP0038758);SUPERNATURAL:(SN0276707);FooDB:(FDB010971);PUBCHEM:(21788013 21788014 134854067);DSSTox:(DTXSID50944748);LOTUS:(Q82921983)",138247405570,3,"p","p730",163.039,20.93
"766",1,"C15H16O8","[M + H]+","C15H17O8+","Shikimates and Phenylpropanoids",0.89,"Phenylpropanoids (C6-C3)",0.57,"Cinnamic acids and derivatives",0.552,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Carbohydrates and carbohydrate conjugates",0.994,"Glycosyl compounds",0.856,"Phenolic glycosides",0.513,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",325.092,1264,21.064,829744905025267072,829739533627420160,829739533627420160,"733",NA,1,0.356,0.356,-185.373,1,0.998,68.048,"SVRMKLADDRLSAP","InChI=1S/C15H16O8/c16-6-10-11(18)12(19)13-15(22-10)21-9(14(20)23-13)5-7-1-3-8(17)4-2-7/h1-5,10-13,15-19H,6H2","7,8-dihydroxy-6-(hydroxymethyl)-3-[(4-hydroxyphenyl)methylidene]-hexahydro-2H-pyrano[2,3-b][1,4]dioxin-2-one","C1=CC(=CC=C1C=C2C(=O)OC3C(C(C(OC3O2)CO)O)O)O",0.4,"102007846;102007847;162948545;162948546;162948547","COCONUT:(CNP0219123);SUPERNATURAL:(SN0356616);PUBCHEM:(102007846 102007847 162948545 162948546 162948547);LOTUS:(Q105262399 Q105262396)",271581186,3,"p","p733",325.092,21.06
"767",1,"C11H12O4","[M + H]+","C11H13O4+","Polyketides",0.798,"Cyclic polyketides",0.498,"2-pyrone derivatives",0.408,"Benzenoids",0.801,"Phenol ethers",0.743,"Anisoles",0.757,NA,NA,"Anisoles",0.757,"Organic compounds; Ketones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities",209.081,1265,21.08,829744901548188544,829739533698723328,829739533698723328,"735",NA,1,0.082,0.112,-111.07,1,0.25,309.382,"CDICDSOGTRCHMG","InChI=1S/C11H12O4/c1-14-9-6-8(4-3-5-12)7-10(15-2)11(9)13/h3-7,13H,1-2H3","Sinapaldehyde","COC1=CC(=CC(=C1O)OC)C=CC=O",1.4,"16109953;5280802;5352903;153710440;10987510;119216","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0258301);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(5280802);SUPERNATURAL:(SN0042630 SN0042631);MESH:(5280802);FooDB:(FDB001515);PUBCHEM:(16109953 5280802 5352903 153710440 10987510 119216);COCONUT:(CNP0165715);METACYC:(SINAPALDEHYDE);PLANTCYC:(SINAPALDEHYDE);CHEBI:(27949);KEGG:(C05610);DSSTox:(DTXSID10863340 DTXSID201016569 DTXSID901233504);LOTUS:(Q63392287 Q2288772);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(CDICDSOGTRCHMG-UHFFFAOYSA-N)",138503391614,3,"p","p735",209.081,21.08
"768",1,"C6H8O4","[M - H2O + H]+","C6H7O3+","Polyketides",0.607,"Cyclic polyketides",0.777,"2-pyrone derivatives",0.596,"Organoheterocyclic compounds",0.745,"Oxacyclic compounds",0.707,NA,NA,NA,NA,"Oxacyclic compounds",0.707,"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",127.039,1273,21.215,829744898566037632,829739533774220800,829739533770026496,"737",NA,2,0.151,0.151,-81.545,0.998,0.25,111.63,"MTLYRGWHJZKDFQ","InChI=1S/C6H8O4/c1-4(7)2-5(8)3-6(9)10/h2-3,7-8H,1H3,(H,9,10)","3,5-Dihydroxyhexa-2,4-dienoic acid","CC(=CC(=CC(=O)O)O)O",0.7,"101474533;54708142;54719885;54723849","SUPERNATURAL:(SN0041894);PUBCHEM:(101474533 54708142 54719885 54723849);LOTUS:(Q105102228)",269484034,3,"p","p737",127.039,21.22
"769",1,"C26H27NO11","[M + H]+","C26H28NO11+","Alkaloids",0.854,"Tyrosine alkaloids",0.37,"Isoquinoline alkaloids",0.118,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Carbohydrates and carbohydrate conjugates",0.991,"Glycosyl compounds",0.934,"Phenolic glycosides",0.775,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Phenol ethers; Benzenoids; 1-benzopyrans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",530.167,1276,21.263,829744900533166720,829739533841329664,829739533841329664,"739",NA,2,0.105,0.105,-416.277,1,0.9,29.691,"BUJIIYOIRJWSAE","InChI=1S/C26H27NO11/c1-8-20(29)10(27)6-13(37-8)38-12-7-26(2,36)19(25(34)35)16-15(12)23(32)18-17(24(16)33)21(30)9-4-3-5-11(28)14(9)22(18)31/h3-5,8,10,12-13,19-20,28-29,32-33,36H,6-7,27H2,1-2H3,(H,34,35)","4-[(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy]-2,5,7,12-tetrahydroxy-2-methyl-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracene-1-carboxylic acid","CC1C(C(CC(O1)OC2CC(C(C3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)O)O)C(=O)O)(C)O)N)O",0.117,"163027680;163027681;101644472;85090171;10007152","COCONUT:(CNP0305606);SUPERNATURAL:(SN0035705);PUBCHEM:(163027680 163027681 101644472 85090171 10007152);LOTUS:(Q104946137)",271581186,3,"p","p739",530.167,21.26
"770",1,"C14H24N2O5","[M + K]+","C14H24KN2O5+","Alkaloids",0.981,"Tyrosine alkaloids",0.191,"Isoindole alkaloids",0.052,"Benzenoids",0.981,"Benzene and substituted derivatives",0.596,"Methoxybenzenes",0.782,"Dimethoxybenzenes",0.627,"Dimethoxybenzenes",0.627,"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",339.132,1274,21.229,829744911505467904,829739533870689920,829739533870689792,"740",NA,1,0.133,0.133,-267.467,0.482,0.453,52.792,"SRWKSZVFPVIAGB","InChI=1S/C17H20N2O4/c1-11-13(10-19(2)18-11)14(20)7-6-12-8-15(21-3)17(23-5)16(9-12)22-4/h6-10H,1-5H3","1-(1,3-dimethyl-1H-pyrazol-4-yl)-3-(3,4,5-trimethoxyphenyl)prop-2-en-1-one","CC1=NN(C=C1C(=O)C=CC2=CC(=C(C(=C2)OC)OC)OC)C",2.3,"5241850;6311240","COCONUT:(CNP0010432);SUPERNATURAL:(SN0353682);PUBCHEM:(5241850 6311240)",3145730,3,"p","p740",339.132,21.23
"771",1,"C8H11N","[M + H]+","C8H12N+","Alkaloids",0.7,"Nicotinic acid alkaloids",0.811,"Pyridine alkaloids",0.81,"Organic nitrogen compounds",1,"Organonitrogen compounds",1,"Amines",0.962,"Tertiary amines",0.867,"Dialkylarylamines",0.795,"Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities",122.097,1279,21.32,829744911086037504,829739533904244352,829739533904244352,"741",NA,1,0.756,0.787,-24.568,1,1,49.028,"JLTDJTHDQAWBAV","InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","N,N-dimethylaniline","CN(C)C1=CC=CC=C1",1.865,"101127291;101367364;101367365;6971261;102005686;59061702;10214384;10486849;131851648;10606750;13000334;13000337;949;91210709;12021644","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001020);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(949 79987);SUPERNATURAL:(SN0168858);HSDB:(121-69-7);MESH:(949);FooDB:(FDB005128);PUBCHEM:(101127291 101367364 101367365 6971261 102005686 59061702 10214384 10486849 131851648 10606750 13000334 13000337 949 91210709 12021644);COCONUT:(CNP0137867);NORMAN:(NS00010833 NS00082212);METACYC:(LIPID NN-DIMETHYLANILINE);CHEBI:(16269);KEGG:(C02846);DSSTox:(DTXSID101308832 DTXSID2020507 DTXSID20956873 DTXSID4064050 DTXSID601288805 DTXSID70448859 DTXSID90504603 DTXSID90512349);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null)",138235087726,3,"p","p741",122.097,21.32
"772",1,"C9H6O3","[M + H]+","C9H7O3+","Polyketides",0.673,"Naphthalenes",0.831,"Naphthoquinones",0.802,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Carbonyl compounds",0.697,"Ketones",0.62,"Aryl ketones",0.563,"Organic compounds; Ketones; Phenols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",163.039,1282,21.361,829744895915236992,829739533971353216,829739533971353216,"743",NA,1,0.203,0.203,-88.805,1,0.333,81.613,"OFFSPAZVIVZPHU","InChI=1S/C9H6O3/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5H,(H,10,11)","1-benzofuran-2-carboxylic acid","C1=CC=C2C(=C1)C=C(O2)C(=O)O",1.672,"4277101;156674520;60075956;60075957;10331","PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0251705);NORMAN:(NS00031923);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0263824);PUBCHEM:(4277101 156674520 60075956 60075957 10331);DSSTox:(DTXSID2060090);PUBMED:(null)",137526247490,3,"p","p743",163.039,21.36
