"","area","datafile.013_108_2015_B.raw.area","datafile.016_148_84_A.raw.area","datafile.017_173_83_A.raw.area","datafile.039_341_81_MASS.raw.area","datafile.043_355_92_B.raw.area","datafile.044_359_92_C.raw.area","datafile.045_360_92_G.raw.area","datafile.046_363_92_C.raw.area","datafile.048_370_92_A.raw.area","datafile.063_449_87_C.raw.area","datafile.066_488_94_C.raw.area","datafile.070_538_78_A.raw.area","datafile.082_701_89_B.raw.area","datafile.086_772_94_B.raw.area","datafile.087_787_82_MASS.raw.area","datafile.088_791_82_A.raw.area","datafile.095_906_87_A.raw.area","datafile.099_939_73_B.raw.area","datafile.100_950_83_A.raw.area","datafile.102_975_83_B.raw.area","datafile.103_978_83_A.raw.area","datafile.104_1040_90_C.raw.area","datafile.110_1449_77_A.raw.area","datafile.111_1453_77_MASS.raw.area","datafile.127_7178_C.raw.area","mz_round","rt_round"
"1159",8588000,7970,792200,26740,8914,445300,483.6,8956,4228000,2959,74150,551200,1387000,69630,35930,17180,261400,8241,2317,2192000,27070,51760,689900,8588000,9385,3022000,344.177,16.16
"1160",7942000,12690,1301000,5372,6352,403400,483.6,6387,7319000,2959,5743,232100,758600,73970,29450,17180,299300,8241,19840,1924000,31310,50030,589900,7942000,11710,2334000,344.177,16.2
"1161",2757000,457800,762100,153700,214300,601500,204000,127500,1971000,940700,410000,169400,223200,4808,2503000,117500,390500,172800,2757000,311300,143100,621500,1929000,527400,44460,248900,345.179,13.55
"1162",216200,3534,9360,60400,66970,570.5,2000,140800,113800,NA,62190,216200,4619,NA,131000,273.1,2030,164000,202600,7069,65300,76430,192700,67430,31390,93680,345.275,25.68
"1163",2606000,2606000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.068,3.77
"1164",12810000,12810000,NA,NA,NA,NA,NA,NA,NA,NA,452.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.07,2.69
"1165",341000,13630,132600,84090,70370,2968,814.6,155300,2917,8286,66420,133600,19510,175.3,224800,3822,4867,166600,341000,7646,58280,61160,215900,132400,124900,130200,346.214,31.86
"1166",420500,24350,176900,110700,420500,5131,2485,206900,301700,5062,96820,153300,20170,978.9,271800,6258,6331,232900,353300,9315,72670,90630,264700,149100,164200,141700,346.214,32.34
"1167",479700,1060,2786,1157,479700,300.1,237.4,9443,289400,2997,6443,8326,2573,888.3,144300,3708,5470,13800,177000,585.1,3960,76620,20400,126500,164300,13690,346.214,32.45
"1168",358900,358900,5062,2805,NA,3698,3868,13850,450.8,984.8,1902,2220,205.9,NA,1429,4486,2303,2941,144.9,1420,1011,3680,3684,4615,1081,1017,350.245,32
"1169",576100,576100,19590,41680,9684,23980,20060,1250,450.8,11230,14540,28560,5342,NA,15190,17590,19460,24000,5377,9486,7313,17960,26550,29190,1254,6301,350.245,32.26
"1170",3488000,NA,104800,121600,320800,54020,6691,22240,NA,172500,160100,2302,35720,NA,3703,NA,351300,34150,1347000,1011000,825800,24190,3488000,325000,185400,67240,352.119,18.25
"1171",67540000,1570,85190,14640000,NA,20620000,2785000,1199000,294100,7586000,16750000,280000,2706000,8806,8219,24720,5935000,7947000,36400,42100000,25890000,720400,67540000,18060000,12720000,1821000,352.119,32.06
"1172",145100000,3533,1681000,11130000,738800,9114000,1204000,1275000,NA,1693000,5768000,650500,2641000,24850,10750000,557800,1760000,1777000,145100000,21190000,30490000,14470000,47560000,11200000,2414000,70350000,352.155,22.27
"1173",76310000,3955,1381000,634200,1e+06,6815000,1006000,61780,487700,1510000,265400,486600,124900,11310,6777000,10390000,1580000,75470,76310000,18060000,22070000,15040000,3236000,10750000,5076000,3.9e+07,352.155,22.32
"1174",2930000,NA,29970,234100,1358000,172900,19210,18380,215600,31880,74040,8678,36810,NA,87180,88520,85170,33560,2930000,526600,666600,748000,759000,571400,325800,1033000,352.155,22.54
"1175",3226000,NA,8549,85470,3226000,67570,4003,2916,7574,6203,24420,2750,9831,NA,58850,43730,30260,12080,1280000,206200,240600,261400,312500,195200,1002000,410700,352.155,22.67
"1176",553300,NA,38850,NA,NA,NA,15610,NA,45800,119100,NA,NA,NA,NA,11520,437400,NA,NA,553300,6616,NA,NA,NA,NA,NA,127400,353.027,23.44
"1177",7677000,61980,4765000,2692000,1141000,2405000,5054000,1440000,4759000,4452000,5203000,4669000,1965000,7172000,2468,112600,1472000,3638000,136400,7677000,6812000,3734000,3152000,2710000,2685000,3933000,353.05,4.15
"1178",21210000,53140,6725000,3416000,1355000,3169000,5253000,2231000,5347000,5155000,5478000,6127000,2463000,3208000,2074,142500,1933000,4629000,168200,7485000,21210000,4477000,4408000,2996000,3615000,4545000,353.05,4.35
"1179",8414000,41860,6994000,4802000,1808000,4383000,6841000,2976000,6907000,6428000,5828000,7328000,6712000,2197000,1408,168300,3095000,5754000,152500,8135000,8414000,4250000,5552000,3815000,5017000,4671000,353.05,4.55
"1180",10920000,4806,5337000,5620000,2823000,4213000,7629000,3982000,8729000,7577000,6986000,7260000,561200,2656000,569.6,164800,3776000,7669000,127700,10920000,7792000,4931000,7744000,4994000,6761000,4136000,353.05,4.8
"1181",33730000,99690,5445000,7301000,5483000,5366000,8766000,5331000,7604000,10390000,8080000,9235000,3268000,5430000,478,6972,4395000,9140000,5864,13010000,33730000,6545000,10910000,5378000,7784000,12300000,353.05,5.56
"1182",12430000,4353,4753000,6835000,5781000,5302000,8431000,5571000,8694000,9362000,8696000,8314000,3262000,12430000,NA,NA,4598000,9708000,NA,11970000,9509000,6809000,10500000,5872000,8799000,3914000,353.05,5.75
"1183",20280000,841200,12240000,5732000,3082000,4335000,15740000,7383000,9518000,10670000,15260000,8313000,5978000,8922000,NA,219100,2531000,11320000,174600,20280000,15200000,8262000,7799000,4813000,5788000,9384000,353.05,13.97
"1184",20430000,266800,12780000,5741000,2979000,4459000,15360000,7621000,10350000,1.1e+07,14950000,8372000,13500000,9259000,NA,234400,2667000,11460000,183000,20430000,14780000,8700000,8e+06,5039000,5556000,9538000,353.05,13.98
"1185",8562000,363000,4490000,2454000,2321000,2306000,5748000,3549000,6590000,3640000,6197000,3084000,3333000,8562000,788.6,201200,1738000,4599000,114400,6622000,4198000,4537000,3787000,3850000,3402000,3705000,353.05,15.44
"1186",6994000,132000,3346000,1861000,2255000,1892000,3555000,2585000,6994000,2145000,4383000,2572000,1601000,4982000,1462,171200,1432000,3289000,86110,4376000,4008000,3142000,2878000,3249000,3021000,2856000,353.05,15.69
"1187",4814000,89550,2618000,1626000,2034000,1476000,2826000,2080000,4814000,1710000,3350000,2087000,1979000,4765000,5390,106400,1220000,2742000,66420,3625000,3450000,2406000,2412000,2470000,2234000,2341000,353.05,16.06
"1188",3158000,33610,1801000,1126000,783700,1019000,1966000,1354000,2009000,1286000,2369000,1519000,3158000,1225000,NA,51890,603800,1947000,46070,2792000,2708000,1619000,1810000,1408000,1389000,1518000,353.05,17.94
"1189",9843000,NA,2919000,4992000,7050000,3615000,6888000,4932000,8930000,7209000,7610000,4993000,2731000,6275000,NA,NA,3669000,8130000,NA,9843000,6983000,6339000,8725000,5411000,8020000,2127000,353.051,6.26
"1190",12180000,NA,3054000,3946000,6525000,3337000,5898000,5116000,7823000,7364000,7006000,5483000,2787000,12180000,NA,NA,2965000,7356000,NA,7842000,8116000,6422000,7631000,5035000,6016000,1739000,353.051,6.82
"1191",31450000,NA,8022000,6731000,733900,6681000,11040000,7586000,11630000,7790000,12140000,9258000,5283000,31450000,NA,288400,5081000,11820000,238100,12540000,13070000,9549000,8871000,8020000,8589000,6700000,353.051,8.66
"1192",13710000,NA,7495000,4954000,5637000,4613000,8416000,5806000,13710000,5689000,9351000,6246000,4264000,10250000,NA,243100,9995000,8295000,NA,9039000,8887000,6929000,5639000,6944000,6524000,727900,353.051,9.34
"1193",13080000,NA,6485000,4673000,4031000,4377000,7649000,5534000,13080000,4938000,8655000,5573000,4030000,3328000,NA,282100,3409000,7884000,NA,7484000,8127000,6629000,5175000,6761000,5947000,3689000,353.051,9.61
"1194",6829000,NA,1658000,3128000,151400,2336000,6619000,4912000,4927000,3543000,4990000,2425000,710800,6829000,NA,NA,1172000,5215000,NA,4538000,4354000,4430000,2669000,4460000,846000,617500,353.052,11.5
"1195",8628000,NA,3783000,4218000,NA,3527000,8628000,5384000,5525000,5213000,6608000,3860000,3277000,5057000,NA,NA,2166000,6814000,NA,7628000,6500000,5949000,4077000,5261000,2521000,1961000,353.052,11.86
"1196",7663000,NA,770600,2335000,579700,1896000,5053000,4505000,3383000,2396000,2705000,1703000,2351000,7663000,NA,NA,540800,4259000,NA,3026000,3102000,4081000,2003000,4587000,141600,110600,353.053,11.27
"1197",6454000,617900,1309000,397400,24190,129700,178200,5677,138800,619500,228300,132900,187100,298100,327900,6454000,3334000,19800,1047000,303900,547000,532300,161100,78770,771100,190900,353.086,4.53
"1198",5417000,998600,927400,523600,10500,267000,270800,8743,45720,833400,384300,96200,335200,281900,190500,5417000,4056000,58150,2369000,381700,1120000,663700,220000,107400,966300,2481000,353.086,4.87
"1199",7895000,2145000,3042000,812200,144400,628700,478700,11560,268800,1566000,767900,718900,762500,376000,831400,7895000,5370000,194800,6866000,698300,3270000,830400,322000,172400,1211000,3472000,353.086,5.3
"1200",12440000,3956000,3769000,1034000,185900,1136000,698400,15830,395500,2774000,830700,3207000,1457000,442200,1146000,9559000,6772000,260400,12440000,857400,6462000,1047000,381400,245000,1518000,10120000,353.086,5.58
"1201",18140000,6599000,15410000,1413000,170400,1928000,1009000,59900,517400,4585000,950800,5517000,2462000,509800,353100,11280000,7684000,336900,18140000,1031000,9983000,1253000,425700,324100,1813000,8820000,353.086,5.75
"1202",31530000,18520000,31530000,3409000,249100,6722000,2978000,160800,1111000,10480000,1702000,17010000,6514000,658800,2373000,18470000,1.2e+07,855700,27010000,2258000,18560000,1861000,754200,768700,2997000,30310000,353.086,6.18
"1203",49630000,49630000,42510000,14470000,1238000,20840000,15140000,775400,4982000,11390000,6374000,31220000,11800000,714800,14860000,27200000,15320000,5068000,29410000,11740000,23880000,2078000,4487000,3278000,5646000,39860000,353.086,6.73
"1204",115100000,50330000,115100000,16910000,1484000,22690000,17530000,961000,6013000,11490000,7561000,31970000,11660000,723900,17500000,27100000,17560000,6182000,26880000,14470000,21310000,2189000,5573000,3922000,1806000,38680000,353.086,6.81
"1205",50890000,40460000,23070000,19720000,5952000,10970000,19760000,4601000,19180000,18120000,18310000,15380000,4519000,1048000,34520000,9173000,50890000,17240000,10720000,38810000,8324000,1461000,22990000,8872000,26360000,19420000,353.086,7.15
"1206",84040000,25650000,12990000,8169000,16260000,5121000,7246000,4978000,28490000,27820000,10930000,9926000,2369000,1553000,24110000,7936000,14060000,9543000,8071000,24740000,6652000,30890000,28760000,3506000,84040000,13490000,353.086,7.6
"1207",123100000,29940000,16530000,9061000,123100000,6863000,7338000,2496000,8136000,22570000,6165000,13010000,3510000,1427000,9967000,7658000,10900000,5727000,11770000,16920000,9149000,6649000,17600000,2276000,13950000,17860000,353.086,8.61
"1208",46370000,46370000,35040000,20750000,40520000,18060000,18980000,6285000,18240000,34770000,16100000,30570000,10760000,26570000,23030000,17050000,22730000,15580000,27650000,36880000,25070000,13660000,31860000,6623000,28680000,38430000,353.086,10.18
"1209",73590000,73590000,61040000,42110000,58080000,38650000,41630000,17110000,34930000,67620000,32710000,56540000,26680000,28170000,46110000,46610000,41370000,34680000,48850000,66710000,53250000,30170000,57150000,16170000,45610000,64440000,353.086,11.04
"1210",74020000,74020000,66370000,44120000,64820000,41680000,43450000,19890000,47740000,62590000,39900000,59420000,30050000,31490000,56570000,55110000,46950000,39580000,53640000,67530000,55520000,59900000,60490000,23440000,56840000,69110000,353.086,11.1
"1211",78790000,52120000,46090000,25060000,78790000,23340000,20970000,8904000,40660000,29170000,22590000,36570000,16040000,48760000,38730000,11110000,28280000,20250000,34960000,36760000,30780000,28950000,36750000,12160000,43170000,46920000,353.086,11.61
"1212",41740000,41740000,40730000,22760000,39370000,21160000,13410000,5740000,14890000,21710000,10140000,40530000,11530000,33200000,24510000,12280000,35450000,14100000,16340000,21400000,17360000,16970000,27770000,6782000,24420000,38860000,353.086,12.92
"1213",76350000,28920000,12240000,14170000,76350000,13280000,8198000,3530000,15820000,11390000,6537000,16040000,7565000,25770000,11910000,6525000,12250000,9763000,10110000,13150000,10680000,7943000,16390000,5475000,40230000,14360000,353.086,13.05
"1214",44460000,20270000,11590000,9718000,44460000,8742000,5162000,2368000,11980000,7524000,4469000,13140000,5030000,23320000,5845000,5512000,11110000,6268000,6200000,9019000,7379000,4667000,11290000,3369000,10730000,13940000,353.086,13.14
"1215",27320000,9920000,12430000,4979000,20730000,3807000,2469000,1073000,4225000,4103000,2497000,2291000,2310000,27320000,3045000,2535000,4934000,3172000,3350000,4616000,4651000,1934000,5534000,1331000,9298000,13570000,353.086,13.48
"1216",11760000,4531000,3282000,1661000,11760000,1662000,1224000,460500,1467000,1418000,1264000,3126000,1078000,2867000,2376000,1526000,2187000,1238000,2792000,2186000,1750000,840100,2654000,696200,3183000,3807000,353.086,14.42
"1217",5158000,3308000,2664000,1354000,5158000,1353000,931600,387900,1227000,1054000,1048000,2640000,905200,2309000,3015000,1279000,1836000,942500,2317000,1748000,1498000,684300,2080000,551700,2756000,3060000,353.086,14.7
"1218",8674000,2103000,1764000,956700,8674000,961600,674700,278800,836500,801300,787600,1956000,626900,1660000,2504000,1102000,1230000,717000,1453000,1294000,1259000,520400,1634000,427600,1821000,2454000,353.086,15.64
"1219",2689000,1659000,1406000,792800,2689000,735300,578500,239700,711600,715600,657500,2462000,536700,1300000,1142000,678000,1140000,623200,1039000,1143000,1097000,432200,1364000,361600,1563000,2109000,353.086,16.11
"1220",2562000,1112000,1183000,648000,2343000,445400,479400,215900,554700,570800,551600,1138000,392700,1163000,950300,629600,885400,558500,904800,977800,923700,388800,1280000,299100,2562000,1878000,353.086,16.37
"1221",1591000,411700,1233000,328100,1591000,233600,292700,142000,261200,312100,289600,158500,232400,998800,621900,228700,230500,397700,607200,642400,579400,283300,806000,194000,1022000,1233000,353.086,16.84
"1222",1383000,289100,732600,327500,1383000,276400,255700,119100,79670,281400,277700,655900,212900,794800,588400,37370,360800,336400,578500,578000,500300,233300,667900,180500,575500,1229000,353.086,17.26
"1223",3081000,808800,3081000,497100,885300,450600,360800,144700,267600,428800,432800,1799000,318200,366200,1643000,241600,500600,390500,588800,704500,714600,310600,860400,197000,801600,2633000,353.086,17.88
"1224",2083000,622600,859600,460400,1245000,401300,288500,127100,337700,444600,372600,840600,308700,359900,661000,511800,879100,321000,634700,681800,695200,229900,843100,203000,2083000,1029000,353.086,18.05
"1225",2294000,418600,834000,462100,2294000,354700,242400,109200,313800,407100,325000,668200,268200,391500,584000,323200,398700,287900,614700,586900,607100,319700,766200,192800,846600,905200,353.086,18.26
"1226",2004000,536900,463800,323300,2004000,294200,262000,105000,274400,262800,291600,724200,222600,282200,419100,271700,73630,244200,282100,462200,462600,160700,559400,155100,598100,718400,353.086,20.17
"1227",256500,2969,NA,2115,NA,1146,NA,183.6,364.3,569.4,230.4,256500,NA,NA,NA,267.3,NA,247.4,2470,NA,NA,1770,NA,NA,NA,NA,353.103,22.84
"1228",454800,418.6,NA,188.1,NA,1920,286.6,NA,NA,387.9,192.5,454800,200.2,249.7,250.3,NA,NA,NA,NA,NA,175.2,559.9,NA,NA,NA,335.7,353.103,23.93
"1229",496500,2148,238.7,2085,224.9,7728,410.1,689.3,775,920.8,698.6,496500,461.8,968.8,184.8,1743,368.8,240.7,307.2,750.4,NA,5121,367,1225,NA,220.2,353.105,24.35
"1230",2563000,NA,NA,1387000,448800,2411000,475200,295300,34650,175100,199000,130200,123100,29660,NA,NA,660800,264600,NA,2003000,800100,109800,2563000,882500,126400,1124000,353.15,13.67
"1231",4206000,NA,1820,1494000,658900,1991000,618500,599700,23440,134100,155000,126300,129100,17540,NA,NA,605200,330200,NA,4206000,919100,109800,40800,752000,131700,984100,353.15,13.71
"1232",5767000,2084000,2819000,5029000,NA,924300,2197000,1760000,2455000,5767000,90340,175000,1652000,7599,563500,2581000,352600,1530000,550800,1113000,573400,3005000,2925000,3207000,587500,272300,353.269,33.79
"1233",1683000,NA,9887,11450,NA,974,2720,4260,NA,NA,774,286.2,4747,NA,291.4,950.2,8674,NA,1683000,52670,41330,NA,175200,824.2,379.4,53740,354.171,20.85
"1234",378900,66400,67030,60920,377900,71970,75720,265800,81460,76470,27300,284700,65970,378900,70440,65690,78940,70480,65890,261400,50570,54520,61560,69710,73960,68740,354.286,35.18
"1235",4581000,NA,762500,961600,1708000,1914000,1899000,1170000,2984000,1081000,1209000,1145000,789000,3812000,865.3,2997,1092000,1634000,4516,4581000,4256000,1304000,3170000,961100,1594000,759000,355.067,2.64
"1236",3622000,NA,747800,792400,68400,680200,1800000,964300,1443000,3622000,1121000,1148000,729400,1171000,NA,4581,108200,1461000,1638,2280000,2877000,1117000,1391000,786300,1130000,785200,355.067,3.31
"1237",8485000,7232,4235000,1575000,786100,1098000,3243000,1080000,1664000,354500,1938000,2877000,2506000,1322000,460.4,47400,1630000,2100000,34700,8485000,6965000,393600,1618000,2526000,1743000,3149000,355.067,4.49
"1238",4156000,5557,2189000,1731000,776900,2290000,4156000,1210000,403000,1649000,2282000,2820000,1176000,1369000,651.9,46150,1011000,2339000,24200,3947000,3557000,1439000,1711000,1698000,1949000,1694000,355.067,4.6
"1239",8183000,3435,2968000,1862000,898300,1444000,747600,1532000,554100,1955000,3747000,2444000,1063000,1371000,651.9,22670,1708000,4173000,1529,7057000,8183000,1861000,4895000,2612000,4767000,2961000,355.067,4.73
"1240",5054000,4156,1113000,1462000,3024000,1106000,2517000,1740000,5054000,2445000,2319000,1962000,856400,1638000,621.3,5944,1005000,571000,1529,3999000,2525000,2456000,2788000,1436000,3934000,1099000,355.067,4.95
"1241",6512000,NA,NA,1120000,1258000,766100,1942000,1408000,2161000,1849000,1850000,1004000,636700,6512000,NA,NA,743800,2152000,NA,2976000,457100,1726000,2286000,1248000,1653000,NA,355.067,6.43
"1242",3568000,NA,1425000,1741000,561500,1384000,3118000,1819000,2007000,804300,2612000,2449000,975000,2687000,NA,NA,1026000,2846000,NA,3568000,3430000,1812000,2103000,1613000,1456000,1306000,355.067,8.2
"1243",12250000,NA,1671000,2223000,NA,1822000,3744000,2383000,2574000,4620000,3541000,3019000,1332000,2989000,NA,NA,1407000,12090000,NA,12250000,4528000,7623000,8060000,2125000,2915000,1659000,355.067,8.54
"1244",6219000,NA,1755000,1489000,1014000,1426000,5536000,1889000,3237000,2648000,2879000,419200,1183000,3352000,NA,3397,1186000,3069000,NA,5279000,6219000,2432000,368300,4641000,5198000,1605000,355.067,8.94
"1245",10480000,NA,2101000,1175000,2967000,1115000,2075000,1544000,10480000,1153000,2350000,3310000,2233000,3357000,NA,3397,1940000,5995000,NA,2131000,2450000,4454000,2581000,4938000,2656000,978600,355.067,9.16
"1246",6415000,NA,484700,752600,531600,724500,1358000,1073000,1867000,399100,1495000,928700,693300,6415000,NA,NA,513000,1414000,NA,1161000,1430000,1121000,841000,1218000,984900,224600,355.067,9.89
"1247",3377000,NA,NA,316900,NA,359100,698300,815300,707800,NA,976200,NA,482100,3377000,NA,NA,15240,978500,NA,NA,666500,908400,NA,920100,120500,NA,355.067,10.55
