"","area","datafile.013_108_2015_B.raw.area","datafile.016_148_84_A.raw.area","datafile.017_173_83_A.raw.area","datafile.039_341_81_MASS.raw.area","datafile.043_355_92_B.raw.area","datafile.044_359_92_C.raw.area","datafile.045_360_92_G.raw.area","datafile.046_363_92_C.raw.area","datafile.048_370_92_A.raw.area","datafile.063_449_87_C.raw.area","datafile.066_488_94_C.raw.area","datafile.070_538_78_A.raw.area","datafile.082_701_89_B.raw.area","datafile.086_772_94_B.raw.area","datafile.087_787_82_MASS.raw.area","datafile.088_791_82_A.raw.area","datafile.095_906_87_A.raw.area","datafile.099_939_73_B.raw.area","datafile.100_950_83_A.raw.area","datafile.102_975_83_B.raw.area","datafile.103_978_83_A.raw.area","datafile.104_1040_90_C.raw.area","datafile.110_1449_77_A.raw.area","datafile.111_1453_77_MASS.raw.area","datafile.127_7178_C.raw.area","mz_round","rt_round"
"1025",25920000,11250,1039000,27720,416000,144500,90320,7781,400500,115900,182700,18360,157700,NA,6589000,25920000,244000,266300,278200,443200,63430,204700,707900,126200,211800,101700,328.155,5.97
"1026",79010000,9954,985200,37620,124000,24080,36580,4335,36410,161500,114000,27700,159500,NA,5944000,79010000,266200,243900,372600,595000,10930,341200,509800,89110,192000,13370,328.155,6.4
"1027",142400000,63320,1167000,90450,54250,295800,50570,27090,404000,302300,175300,58520,467900,19890,1516000,142400000,2784000,256300,419000,293200,356000,131300,231300,201500,204200,141200,328.155,8.3
"1028",435100000,220800,435100000,103200,787700,332500,131600,58220,802000,667100,285900,213800,677700,638000,13100000,405900000,6940000,262200,861000,122200,337500,1023000,780500,2598000,409100,124900,328.155,9.89
"1029",1.14e+09,302500,413800000,144900,261400,678500,173100,75230,1511000,870200,353600,162400,1214000,366500,7594000,1.14e+09,15120000,296100,1287000,798400,129400,934100,1004000,7225000,465500,528000,328.155,10.19
"1030",1.307e+09,252400,369500000,177600,68190,296400,230300,104700,1549000,1088000,554800,210700,960600,261300,14160000,1.307e+09,6970000,345500,2082000,150500,171300,1044000,1671000,2279000,665600,1106000,328.155,10.5
"1031",925100000,191200,309500000,322900,396500,1180000,355200,164100,3479000,1370000,925100,450200,2529000,296500,10400000,925100000,4610000,402100,3126000,1691000,615000,1490000,2790000,2518000,886400,2594000,328.155,11.02
"1032",734300000,296300,329400000,492200,620000,2396000,489200,231300,2163000,2336000,1286000,605400,2488000,358700,34330000,734300000,5495000,518300,1297000,1865000,683700,1932000,3175000,3745000,1040000,5242000,328.155,11.12
"1033",767800000,339700,767800000,634500,500600,1224000,576700,271600,5548000,2394000,1263000,646200,4591000,550800,1.7e+07,464400000,7007000,793500,1749000,2449000,1304000,1977000,2995000,7728000,1487000,1349000,328.155,11.25
"1034",1.965e+09,333500,1.965e+09,647700,635500,1273000,468600,273000,2996000,1091000,949800,390300,1043000,1187000,10750000,218300000,17040000,623400,1035000,6682000,512200,1762000,3831000,3660000,1775000,939100,328.155,11.83
"1035",1.928e+09,439200,1.928e+09,710500,1456000,1549000,686300,333000,3183000,2218000,1251000,517000,1486000,1242000,23440000,152600000,9426000,759300,1413000,7937000,878700,2875000,4314000,3419000,1306000,1246000,328.155,12.03
"1036",1.726e+09,392200,1.726e+09,708900,979000,1569000,770800,333300,3053000,2777000,1171000,664600,3109000,1343000,9807000,65300000,13900000,1019000,2225000,55210000,1839000,3633000,3364000,3684000,1348000,2086000,328.155,12.11
"1037",1.346e+09,444100,1.346e+09,453500,942000,717000,351300,157200,3642000,1882000,468800,906000,629700,2162000,224300,7430000,15900000,492300,1196000,22970000,1019000,1153000,2279000,6156000,1287000,186200,328.155,12.56
"1038",1.135e+09,428100,1.135e+09,566100,1309000,302900,371900,172300,4247000,1725000,602100,855700,619300,1904000,317800,5942000,1848000,531000,1433000,20300000,1594000,693400,2622000,9774000,613300,2016000,328.155,12.75
"1039",881200000,208600,881200000,672700,934100,1458000,446400,194200,8579000,1831000,702000,595500,713700,1592000,468000,4730000,16940000,682900,1475000,21330000,555700,624800,3066000,1324000,421200,2404000,328.155,13
"1040",5.27e+08,44740,5.27e+08,1073000,493700,2770000,731100,291200,12480000,3370000,1022000,1072000,797800,3300000,631500,5676000,820000,827300,3243000,24990000,788500,1185000,4129000,1369000,311300,3317000,328.155,13.32
"1041",310400000,49850,310400000,982200,493100,3811000,879700,296000,1270000,2770000,911900,978900,1585000,3700000,367000,6615000,653400,1177000,372000,7508000,1227000,1069000,2965000,1468000,413900,5782000,328.155,13.41
"1042",180600000,21790,180600000,789200,496100,1565000,789400,248900,5073000,1639000,711900,820300,759400,3329000,402900,6594000,563700,744800,390000,46330000,649700,27540,1840000,1306000,480900,3508000,328.155,13.42
"1043",63010000,141700,63010000,518900,27540,6492000,698700,322000,1378000,518500,1254000,341500,1338000,2499000,1191000,16230000,1064000,1311000,815200,2881000,464300,522400,689300,3210000,225900,3972000,328.155,14.28
"1044",9.9e+07,166900,9.9e+07,988600,279100,9603000,1328000,586100,2370000,1608000,2010000,467500,1364000,45880,968800,3864000,1945000,1205000,1331000,8823000,341500,945400,1057000,9759000,963400,4141000,328.155,14.84
"1045",203700000,371500,203700000,2020000,371100,15340000,2799000,1164000,4241000,3254000,5780000,1192000,2089000,387900,1992000,2233000,3392000,1811000,1393000,11280000,461800,1696000,2646000,20020000,1543000,6124000,328.155,15.19
"1046",40030000,342400,40030000,1520000,433600,28070000,2121000,756700,4631000,2761000,5011000,1031000,3267000,1420000,3459000,2780000,4311000,2671000,2290000,18710000,1117000,2249000,2186000,30760000,2718000,755000,328.155,15.32
"1047",108700000,341800,108700000,1428000,472900,1392000,1975000,686000,6486000,2538000,4719000,972400,384500,1852000,3281000,2932000,3704000,149400,100300,1450000,878400,2225000,1945000,24570000,2912000,9534000,328.155,15.35
"1048",27410000,140800,27410000,118500,658200,1098000,167800,104100,7750000,313200,72790,74050,326900,3963000,4713000,3585000,960500,313500,78380,1217000,32080,1155000,631600,1789000,2072000,613300,328.155,15.54
"1049",12340000,108900,12340000,48070,951700,407200,80290,67400,1851000,195000,187300,46540,33480,5343000,402500,3004000,875200,112000,32700,249000,256500,907100,413300,97710,483600,37290,328.155,15.75
"1050",5712000,2047,3877000,8719,269000,68130,1271,532.3,17030,5923,1835,415.3,26450,5712000,297400,2196000,91320,50960,27930,179900,9826,15970,20320,73490,37930,22270,328.155,16.46
"1051",8227000,911.6,8227000,5816,1525,97630,694.1,2414,36820,5459,6797,1659,35250,207500,140300,1679000,73820,145400,9056,189100,2360,53420,20710,155600,14420,128000,328.155,16.86
"1052",25910000,NA,NA,101700,394200,685300,20050,47420,25910000,525700,100600,132700,118300,115200,273300,14930,471700,17720,6321000,4263000,185600,360300,319300,72660,21180,4216000,328.191,13.49
"1053",14910000,14910000,188200,12530,40810,106200,122100,16960,231200,360100,193700,79150,87810,87540,321800,112300,31300,67240,237800,60290,77580,3770,76880,75120,52570,81540,329.087,2.51
"1054",21460000,21460000,264600,42340,23180,148300,121600,20210,198900,47890,135100,91410,90880,98710,322900,149500,30610,28640,269500,19010,53300,61490,42960,22160,21990,113000,329.087,2.7
"1055",18540000,18540000,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.1,NA,NA,NA,329.135,3.34
"1056",2324000,2324000,619.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.135,3.75
"1057",143700000,64850,70670000,107100,86590,274600,110400,32860,659800,486400,259500,129500,682000,56510,5746000,143700000,1147000,123200,1436000,478500,161900,382100,649200,691200,215800,545100,329.158,11.17
"1058",128500000,597300,NA,3570000,4347000,NA,5644000,1871000,128500000,4043000,4792000,286100,6694000,8141000,221500,42760,3847000,4524000,7342000,NA,2427000,11820000,1526000,11920000,24160000,7643000,330.17,14.55
"1059",3627000,NA,3627000,6536,24680,68740,656.5,396,2123000,92520,44720,5651,10790,1706,149900,655700,23660,691.8,162300,79300,5679,131900,436700,10680,5038,38690,330.171,7.2
"1060",1836000,647.1,65940,568.1,134300,130100,1427,580.8,224700,3828,127000,3954,36080,24620,261000,75160,23980,731.4,222000,125700,13200,78550,1836000,50760,43260,88150,330.171,9.24
"1061",39240000,252100,4339,1539000,313400,39240000,1508000,768900,37160000,155400,3253000,1214000,4035000,198700,144300,15330000,859300,1531000,4314000,1877000,641900,113100,5118000,2776000,1088000,7401000,330.171,13.17
"1062",49960000,251200,87490,1556000,823500,39710000,2502000,942800,40850000,2713000,3888000,1253000,3975000,305600,4609,49960000,807000,2205000,4887000,6434000,685200,2486000,4934000,2888000,5700000,7447000,330.171,13.41
"1063",143700000,1829000,2580000,7908000,1222000,143700000,8927000,3629000,104700000,13370000,15750000,7271000,21980000,5239000,520200,47510,4330000,8204000,28860000,34720000,3645000,9080000,14250000,11990000,6673000,45180000,330.171,14.44
"1064",174600000,1726000,2147000,7883000,1567000,126300000,9896000,3747000,174600000,12370000,14560000,6838000,20300000,7699000,518000,11770,6029000,8661000,26600000,3.2e+07,4153000,16180000,29960000,18300000,12760000,39570000,330.171,14.48
"1065",164100000,1462000,1535000,6739000,2226000,95900000,8724000,3242000,164100000,10480000,12060000,5803000,16610000,8433000,452100,11770,5485000,7531000,21370000,26960000,3567000,14960000,1273000,16580000,11190000,30850000,330.171,14.49
"1066",827500,7141,253200,201600,8e+05,4505,11870,413100,827500,23940,234100,562100,24430,329.2,466700,4244,6348,527300,464400,44950,2e+05,273200,626100,266700,480600,286600,330.265,30.26
"1067",1437000,181900,663000,296400,88420,333000,349500,176300,205500,296400,455000,231500,259700,31950,481300,351800,238400,238700,1437000,468600,142600,231800,365800,476200,298700,960000,331.155,15.54
"1068",1709000,33250,1297000,125100,17660,50110,161300,123300,50170,82630,331100,227000,188200,112700,98950,393100,89540,166100,594500,146700,42490,75650,56140,107100,31560,1709000,331.155,16.65
"1069",4751000,62420,3867000,1241000,123500,312800,469100,519500,214600,1131000,1370000,504900,457700,17980,187100,846900,558100,655500,1751000,713700,89570,964600,153000,518600,133000,4751000,331.155,17.44
"1070",3124000,NA,394600,864900,684000,856700,2864000,777600,1959000,1604000,868000,884800,1615000,1107000,3124000,233000,748100,1338000,712500,391200,1262000,871500,1456000,795600,2073000,325700,332.135,1.65
"1071",2200000,NA,NA,NA,NA,NA,NA,NA,NA,633.5,NA,NA,NA,NA,2200000,NA,NA,NA,23390,5226,NA,NA,345800,NA,3815,NA,332.186,8.13
"1072",368400,28860,98740,76370,32040,8144,3604,180900,222100,11010,106600,136200,15690,NA,226700,5330,8227,163900,368400,16530,93020,76680,236000,102700,129300,137300,332.235,35.64
"1073",949600,208600,130200,215800,84540,2690,135800,180800,155900,949600,7374,296600,111700,114600,243500,269400,136600,150600,329400,4807,14580,140700,7615,98160,18500,157400,332.317,33.96
"1074",5239000,1485000,805000,1666000,187100,14930,1242000,1264000,1297000,5239000,39310,1610000,975600,141100,2322000,2610000,1121000,1281000,2911000,44260,91430,2190000,51830,1037000,130200,1337000,332.317,34.3
"1075",789400,NA,NA,NA,230.4,NA,NA,NA,427.3,NA,245.3,6021,NA,789400,NA,NA,NA,NA,NA,NA,374.8,NA,NA,NA,NA,NA,333.06,19.12
"1076",28530000,1810,661800,516400,253500,314300,403300,784500,2701000,1329000,2141000,964800,1245000,52430,753900,28530000,557300,943900,659700,474900,423900,1657000,873400,1869000,209400,432000,334.15,3.55
"1077",16080000,23860,952700,769400,362100,3110000,569900,1483000,3305000,1915000,2510000,1302000,1567000,176600,1027000,16080000,874000,1192000,1658000,321800,146500,5630000,2605000,2447000,263700,1583000,334.15,3.96
"1078",51750000,38340,1434000,1754000,1037000,8432000,780900,2527000,5191000,5144000,4733000,1984000,2087000,1281000,2525000,51750000,2051000,1978000,2101000,1450000,510700,3441000,2060000,3700000,797200,1579000,334.15,4.4
"1079",16370000,21190,903300,319300,141200,1696000,471600,426600,5937000,968800,7834000,1235000,571200,578000,3888000,16370000,358200,538200,390300,281200,94710,6419000,3163000,1055000,547300,250400,334.15,4.6
"1080",995000,263700,298300,123300,177900,93560,64360,267900,283100,364300,123200,165600,340500,3710,210500,61130,130900,263500,995000,31370,40930,115300,310400,246800,261000,131200,334.236,31.09
"1081",1448000,130400,512900,406300,372200,48930,19760,473500,567300,113000,351600,446000,127400,1104,723600,89430,60630,604800,1448000,55200,188300,403400,565500,437500,564900,413400,334.236,32.36
"1082",1382000,276200,427200,168000,298500,49970,70920,303600,520600,638200,188000,182900,401200,11330,284700,71060,124400,283100,1382000,34060,89880,160700,364200,279200,360800,207800,334.236,32.95
"1083",560400,38090,155300,219500,6087,44950,3537,188800,496000,38240,177900,275600,35960,295.3,367200,18410,8029,490600,128500,14880,202400,279100,560400,257700,535900,233500,334.251,38.01
"1084",1249000,NA,NA,860.8,NA,3057,1249000,752100,12020,29080,225.2,25020,439100,NA,NA,119.8,1144000,286400,NA,NA,NA,NA,NA,61650,NA,NA,335.104,31.88
"1085",406500,NA,11950,4405,662.6,1584,98160,69760,30080,15870,6136,1854,22960,NA,25500,15960,406500,25450,14740,24900,1209,2282,253.3,112600,5896,NA,335.104,32.17
"1086",294000,NA,14610,11020,3984,11190,49570,30120,54160,10310,19360,62610,50740,77530,244000,2707,169400,14760,7000,3718,NA,168100,NA,294000,2234,651.7,335.104,32.64
"1087",492900,NA,76850,35570,1313,1443,12450,17970,11880,49260,57920,1678,5448,1111,77110,492900,18810,33780,9119,16400,17020,27570,4760,24620,4123,20020,335.125,21.27
"1088",744500,1370,208100,8472,205.3,19320,145200,27520,310200,79120,24160,11710,70020,NA,32650,744500,16010,38430,62480,45330,4373,18580,25050,12510,23080,2886,335.197,27.78
"1089",561600000,2076,6413000,66650000,222300000,28050000,5917000,5924000,NA,14900000,23660000,2342000,25410000,820600,679900,9632000,401900000,12290000,482100000,561600000,169400000,1991,549100000,99820000,100600000,161600000,336.124,22.14
"1090",623100000,174900,7550000,74830000,623100000,31490000,7369000,7117000,32670,20720000,24680000,2928000,28170000,113700,697400,707200,376700000,16610000,2.05e+08,294900000,161800000,54890000,292600000,142900000,271100000,1.44e+08,336.124,22.2
"1091",1636000,106700,589500,459500,822100,57620,26480,639500,867200,58210,374800,622000,91750,1291,988400,33460,35890,773600,1636000,48170,240800,471600,857000,756400,287200,488200,336.252,33.49
"1092",1609000,65360,1609000,42980,1017,26190,212800,39860,57710,97440,43480,42760,73730,NA,90860,659000,498900,992700,97670,26810,109000,40320,948800,60280,89150,268200,336.327,40.53
"1093",3918000,567200,3918000,176000,81650,495500,736200,161100,226100,1019000,153000,208400,856800,67040,361800,1420000,2659000,2155000,455300,129300,382300,170500,1945000,230600,262700,711600,336.327,41.02
"1094",2313000,22810,2313000,19970,110400,10710,342400,33700,55450,43240,80750,77810,69850,73480,139400,563600,421400,931600,413200,73530,210100,56090,756300,108900,120900,386900,336.327,45.63
"1095",14010000,14010000,786800,558000,3032000,429800,1869000,495900,2220000,893900,339200,623800,545800,180300,257200,167100,169600,836100,474100,1916000,936400,610900,3372000,342000,892000,2585000,337.092,14.17
"1096",13230000,13230000,684100,860400,1488000,515400,1965000,627300,1650000,980200,380800,811300,521100,346100,151400,151100,254900,896000,269200,2147000,756500,686400,6771000,441000,827300,1808000,337.092,14.66
"1097",5862000,5862000,479300,441700,2414000,346400,883200,440300,2768000,261900,255600,570100,418600,1004000,156000,126700,248800,528200,184000,963500,332400,582800,4073000,619600,1482000,1058000,337.092,15.18
"1098",4358000,2926000,218400,209100,4358000,158600,434500,208600,1439000,132200,122300,263700,201300,1144000,70110,62270,103000,264800,90440,447000,160200,248900,1871000,280700,679800,545300,337.092,15.32
"1099",1197000,NA,302.2,23590,NA,723100,589700,263400,113700,22060,346000,120700,1197000,380700,1034,16410,204000,214000,125700,10050,NA,2106,191.4,121900,1484,36050,337.12,33.22
"1100",119200000,27760,1397000,596700,49190000,8960000,1286000,1294000,7231,3256000,5493000,500800,5537000,70580,165500,1943000,90110000,80260,96520000,113400000,37250000,432.9,119200000,23600000,22080000,35230000,337.128,22.15
"1101",8815000,1027,360.5,34810,373100,37660,1217,528.3,318.2,1033,2172,207.8,2688,8815000,252.6,716.6,109300,1202,496100,281100,33580,21950,609800,50930,128400,43290,337.128,24.08
"1102",16830000,275.5,593.6,45030,8363,114700,14390,14420,3189,5367,7630,1562,28910,554700,7605,5611,7612,6174,11710000,22600,43260,432.1,16830000,116000,508.4,5806,337.129,21.45
"1103",9413000,1689,1550,1148000,4171000,1770000,18790,17950,9072,23460,136600,7532,27970,9413000,690.9,4889,589200,33600,991900,660900,161700,74390,1703000,1977000,676500,111600,337.13,23.02
"1104",300400,NA,NA,25160,NA,300400,7516,25160,427.3,7933,2018,1095,652.3,1548,409.7,325.5,3887,2025,NA,1179,436.4,4455,2513,1113,NA,8306,337.311,39.55
"1105",3333000,1215,32300,58840,65290,41120,103800,21010,667100,101700,53970,368700,9099,32110,501.3,NA,74730,25790,NA,54010,3333000,5005,240300,1498,56200,21540,338.088,15.29
"1106",6657000,1215,38870,68350,77330,46360,123400,29240,881500,114800,56900,811000,9536,136000,501.3,NA,127100,48880,NA,96650,6657000,8870,289800,9814,64750,22720,338.088,15.34
"1107",1673000,NA,29000,7698,115400,32570,66190,23790,1673000,35350,36860,132000,7137,216600,514.4,NA,94780,33260,NA,48150,1337000,8870,190400,9814,128900,13160,338.088,15.41
"1108",7197000,NA,14960,96150,NA,2437000,1323000,168100,1475,7197000,7122000,53140,1015000,6573,9118,3976,178100,1138000,16140,1673000,229500,236000,2359000,2126000,926200,195700,338.103,29.96
"1109",39680000,NA,NA,NA,NA,1029,490.9,NA,539.4,NA,338.2,NA,1289,NA,387.8,NA,NA,647.9,37800000,34690000,NA,NA,39680000,1320,NA,NA,338.129,21.47
"1110",13340000,1094,184600,1879000,10450000,753000,172300,171100,NA,496900,621400,65040,746100,NA,7207,218400,12780000,394900,10450000,13040000,5053000,937300,13340000,3191000,4292000,445200,338.13,22.19
"1111",33330000,1094,201300,1992000,33330000,752200,182700,182200,1864,549700,632500,68790,746900,NA,7207,144800,2227000,424000,4620000,2765000,555400,1651000,2892000,4102000,10950000,4777000,338.13,22.24
"1112",26090000,1070,9021,NA,26090000,204000,9041,7359,6066,293400,66770,24100,202500,NA,1476,2621,NA,28230,770700,1210000,543000,112500,1129000,NA,2065000,427300,338.13,22.35
"1113",2746000,NA,3036,122400,NA,799700,16000,34880,5697,2825,132200,17050,232100,NA,403200,13830,5767,4425,2746000,138800,123500,69840,1111000,350.3,2703,167400,338.138,19.82
"1114",704400,NA,1735,248000,NA,704400,22720,47790,24880,7422,405000,35610,272800,NA,462300,13530,216200,55030,310700,127700,160400,247700,280900,473400,11900,239800,338.138,19.91
"1115",1860000,NA,15450,394900,22370,1860000,32260,65730,61340,22110,511200,60240,325400,NA,227700,164.4,776100,134000,98880,501900,455000,121700,1799000,1045000,59000,269600,338.138,20.13
"1116",88550000,30430,2301000,NA,948.8,58900000,NA,NA,NA,1546000,17200000,2240000,19410000,32360,88550000,1089000,NA,2897000,87630000,619300,NA,NA,48020000,NA,531.6,35770000,338.139,19.74
"1117",203700000,76230,5899000,32400000,948.8,114700000,9126000,9456000,NA,7775000,43370000,5973000,37250000,47130,116200000,3913000,25850000,11970000,NA,12210000,32090000,38880000,203700000,42890000,1262000,49920000,338.139,19.89
"1118",205100000,75050,6462000,68990000,NA,201400000,15390000,18100000,27250000,27500000,101100000,6109000,60580000,29840,115600000,208800,77940000,32340000,3776000,33160000,75640000,64390000,205100000,99450000,8913000,80800000,338.139,20.04
"1119",162100000,42840,15750000,58630000,NA,162100000,13320000,15280000,24010000,29080000,74960000,13490000,46390000,31200,65570000,244000,85320000,29820000,29270000,105600000,65410000,70910000,125400000,120200000,16180000,6.4e+07,338.139,20.1
"1120",92660000,30700,659900,38840000,12080000,NA,8271000,10480000,9682000,22340000,5921000,516600,31410000,21650,34280000,75300,65050000,21810000,8235000,40630000,46640000,40510000,23540000,92660000,30150000,44390000,338.139,20.19
"1121",438800,NA,NA,470.2,21700,5182,NA,NA,NA,NA,250,NA,509.6,438800,163,NA,2664,NA,569.4,NA,293.8,381.7,381.1,8498,5553,191.2,338.139,20.6
"1122",2076000,NA,NA,NA,NA,313.1,NA,NA,NA,NA,NA,NA,NA,2076000,NA,NA,121.4,NA,284.4,NA,NA,157.5,NA,333.1,178.7,NA,338.139,20.95
"1123",15560000,296,21760,15560000,2307,4739000,2086000,667800,79740,6919000,9404000,85460,595900,3469000,114600,365.2,8332000,6052000,NA,NA,6602000,521000,NA,9964000,15960,1631000,338.139,21.8
"1124",7167000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6133000,NA,NA,NA,7167000,NA,NA,NA,339.132,21.25
"1125",1862000,NA,4761,117200,NA,NA,3280,5362,NA,14780,45920,1652,40370,NA,NA,18400,1226000,916.2,1545000,1828000,394300,NA,1862000,NA,NA,399800,339.132,22.1
"1126",1900000,NA,13900,180800,1900000,74050,13490,14090,NA,49660,55590,1973,72210,NA,NA,10570,866900,38020,444800,653300,407700,147600,637400,395300,1053000,360900,339.132,22.2
"1127",732000,NA,NA,543,NA,2938,348800,136600,8038,NA,268.9,4140,257900,732000,375.1,2278,60710,94390,29590,1099,NA,191.2,NA,54280,994.8,58380,339.136,32.57
"1128",510500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124,510500,NA,NA,161.1,NA,NA,NA,NA,NA,NA,272,NA,NA,339.136,32.91
"1129",2975000,189100,1243000,313700,3014,260100,2975000,603600,183500,2522000,680400,403300,588500,12370,1340000,748500,269800,617400,103400,384100,159600,424800,484900,339700,503100,134700,339.254,22.37
"1130",1942000,124800,768800,192200,127300,153200,1942000,411100,1804000,1428000,373700,236000,375500,5855,946000,403000,205700,422300,76470,301400,106200,367500,382900,303400,748900,104200,339.254,22.41
"1131",1181000,84990,326700,170800,382800,83930,883200,202500,1181000,959600,191100,132200,177800,614600,276700,155400,157300,270100,32590,185100,114100,196000,215300,208100,752300,79390,339.254,23.05
"1132",33260000,NA,32060,3297000,NA,23220000,5518000,3085000,23870,21570000,33260000,128900,3742000,236.9,6344,25440,11360000,6687000,10940,7589000,15840000,1402000,5147000,19610000,NA,2186000,340.119,29.07
"1133",6654000,390.7,236400,706600,6996,5129000,17410,232800,388900,253200,2339000,221900,996400,NA,3472000,73960,771800,317500,2245000,927900,775500,1497000,6654000,1497000,80570,952000,340.145,19.92
"1134",2808000,NA,371900,1360000,151000,204600,284100,318300,657300,752200,1817000,315800,1143000,NA,37010,576.9,2166000,726300,597200,2606000,1700000,1893000,NA,2808000,479100,599200,340.145,20.15
"1135",1379000,167500,360100,84360,45110,458700,47640,80050,635700,78820,168100,79490,192400,NA,1379000,435300,315000,88430,886700,117400,48650,285900,778700,626900,129700,104000,340.154,13.42
"1136",3198000,334900,518300,147800,126700,894300,26790,123600,1018000,254100,196800,171900,383800,914.3,1273000,71850,545600,137600,3198000,228300,95070,1164000,1113000,1052000,228300,159500,340.154,13.65
"1137",1802000,161600,331700,858900,184200,644600,1414000,1262000,583100,633900,366000,176600,685200,123900,219300,1802000,589600,1059000,859300,582800,376600,775300,367500,1216000,345500,518300,341.086,10.27
"1138",1013000,NA,NA,7563,NA,51710,1909,1033,NA,NA,NA,513.4,2689,NA,96910,984.1,3174,509.4,1013000,3479,15980,539,99410,11140,NA,3966,341.149,19.64
"1139",54650000,35640,54650000,1509,NA,119800,NA,716.4,64740,NA,100200,87710,120400,667.6,1282000,34230000,1159,845,653200,100400,287700,86030,23200,95890,4209,160100,342.17,10.49
"1140",900600000,2487000,82540000,27700,1006,5141000,191900,121200,NA,96880,1509000,20550000,24730000,557.4,3972000,900600000,3939000,200900,127200000,150400,33910000,232900,476600,5981000,281100,45740000,342.17,11.69
"1141",246500000,9085000,90710000,NA,5486,14090000,613500,607000,105300000,193900,4983000,36110000,33690000,1251,10060000,246500000,14650000,748800,138700000,168600,41520000,286400,2508000,19870000,1272000,64530000,342.17,11.85
"1142",359200000,170800,76690000,50760,NA,319600,43350,5086,915900,39870,233200,2609000,4641000,638.7,1449000,359200000,131600,26410,14190000,122100,9868000,147100,102000,369600,18480,7110000,342.171,11.34
"1143",3.623e+09,56270000,113900000,18310000,487600,54330000,6054000,NA,1.87e+08,2123000,35460000,43940000,43430000,1157,52460000,3.623e+09,70070000,8006000,137700000,941900,32780000,1454000,79360000,83100000,24400000,60490000,342.171,12.15
"1144",1.042e+09,145400000,249700000,53350000,75140000,150900000,69870000,43800000,533500000,2.08e+08,154400000,59830000,79180000,126200,813500000,67450000,129500000,57130000,1.042e+09,103900000,49840000,228900000,596500000,175800000,99840000,85630000,342.171,13.47
"1145",8.35e+08,289300000,261200000,105800000,97250000,326400000,1.52e+08,89570000,8.35e+08,429300000,329800000,121600000,162400000,125900000,510100000,13100000,279800000,120200000,456900000,227300000,149500000,523700000,505200000,430100000,151100000,197200000,342.171,13.74
"1146",668900000,263200000,211400000,99750000,101500000,253200000,145300000,84590000,668900000,315100000,300700000,113400000,153700000,1.73e+08,337700000,7767000,272900000,115500000,98060000,213100000,117900000,494300000,332700000,406100000,223600000,179700000,342.171,13.78
"1147",3.71e+08,NA,90540000,75320000,123800000,NA,119100000,64610000,3.71e+08,NA,1.25e+08,81030000,92190000,2.22e+08,146200000,4137000,NA,88330000,NA,128200000,14350000,2.45e+08,NA,NA,263600000,NA,342.171,13.89
"1148",418600000,3798000,3142000,1590000,116900000,2789000,2284000,1329000,7291000,2127000,2840000,1581000,2203000,418600000,7134000,109600000,4801000,1819000,3928000,2598000,1653000,6446000,5082000,5842000,12710000,2008000,342.171,14.42
"1149",137700000,1114000,9158000,612500,1310000,5534000,467200,478000,60360000,555200,1545000,7103000,16560000,12840000,2692000,137700000,2744000,484100,2754000,19180000,726200,1566000,13340000,71970000,1167000,39540000,342.171,15.36
"1150",287900000,490600,20710000,1111000,558400,16240000,312000,483000,248700000,643900,2406000,17820000,41790000,3230000,1802000,6687000,9336000,641200,2189000,72910000,1362000,2058000,23540000,287900000,863500,85530000,342.171,16.17
"1151",162800000,441200,43560000,4317000,482200,25560000,447200,352800,162800000,606300,2456000,8310000,16480000,2984000,1447000,5259000,6508000,830600,4939000,NA,1622000,1731000,3164000,97560000,902900,30710000,342.171,16.38
"1152",162400000,340200,140100000,30190000,495300,162400000,3887000,1750000,14670000,10590000,20640000,8651000,32560000,3193000,1010000,6413000,8144000,8483000,19320000,104800000,3348000,13140000,8292000,12420000,7381000,98510000,342.171,17.22
"1153",133300000,280400,124400000,24650000,610300,133300000,3995000,1633000,22380000,8963000,16650000,8761000,29280000,2813000,911700,2370000,7034000,8477000,3342000,87310000,5045000,18610000,6501000,14980000,13170000,84360000,342.171,17.25
"1154",118100000,273100,118100000,23020000,627400,114600000,3743000,1517000,21350000,8231000,14950000,8495000,27140000,3221000,892000,1852000,6443000,7967000,28470000,79370000,420900,17660000,5642000,15430000,14670000,79200000,342.171,17.28
"1155",402000,27570,148900,122800,30370,11710,8975,263400,274400,16690,186800,230900,20970,NA,159400,7576,13820,286200,402000,42740,150600,135100,371100,165100,222200,226500,342.264,35.64
"1156",911300,2208,2045,57540,147.6,911300,11980,73150,902.8,12050,6821,2721,346,NA,2129,134,4342,2762,194.6,3657,1435,12240,8078,3348,461.2,21100,343.284,37.05
"1157",2232000,627.2,NA,19990,133300,13710,4675,8312,NA,8263,17550,4461,3384,2232000,693.6,NA,4019,4575,NA,894.5,775.3,8177,1529,18140,1442,2335,344.134,11.44
"1158",3236000,627.2,NA,13650,23450,2306,1707,4581,NA,4597,3422,793.5,805.9,3236000,NA,NA,2722,2875,NA,NA,NA,777.8,1009,1931,662.3,NA,344.134,11.63
