formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
8	C14H18F3NO3S	[M + H]+	C14H19F3NO3S+		0.000	32.678	30.523	2.155	5	0.983	-2.178	2.580	-0.845		338.103	1796	29.926	852612245872527704	852601278945435522	852601278945435521	2519	
9	C17H17F2NO2S	[M + H]+	C17H18F2NO2S+		0.000	30.839	27.725	3.114	5	0.982	-0.390	1.562	2.536		338.103	1796	29.926	852612245872527705	852601278945435522	852601278945435521	2519	
10	C15H18N2O5P	[M + H]+	C15H19N2O5P+		0.000	30.762	26.122	4.640	6	0.986	-1.615	2.433	0.977		338.103	1796	29.926	852612245872527706	852601278945435522	852601278945435521	2519	
1	C9H19NO	[M + H]+	C9H20NO+		1.000	32.438	27.336	5.102	4	0.974	-6.743	6.743	1.197		158.154	1796	29.928	852612196136467962	852601279176122272	852601279176122271	2525	
2	C7H17N4	[M + H]+	C7H18N4+		0.000	13.157	10.804	2.353	3	0.960	7.953	8.689	9.687		158.154	1796	29.928	852612196136467963	852601279176122272	852601279176122271	2525	
1	C23H20N6O8S	[M - H]-	C23H19N6O8S-		0.500	37.866	33.225	4.641	25	0.916	-2.015	2.659	0.230		539.099	1800	29.996	852612289774310231	852601221517016837	852601221512822532	865	
2	C22H18N6O6S	[M + CH2O2 - H]-	C23H19N6O8S-		0.500	37.866	33.225	4.641	17	0.849	-1.769	3.839	0.230		539.099	1800	29.996	852612289774310232	852601221517016837	852601221512822532	865	
3	C25H20F4O9	[M - H]-	C25H19F4O9-		0.000	25.662	18.624	7.038	18	0.883	-2.762	4.565	3.916		539.099	1800	29.996	852612289774310233	852601221517016837	852601221512822532	865	
4	C24H18F4O7	[M + CH2O2 - H]-	C25H19F4O9-		0.000	25.662	18.624	7.038	12	0.803	-4.565	4.607	3.916		539.099	1800	29.996	852612289774310234	852601221517016837	852601221512822532	865	
5	C24H21N4O9P	[M - H]-	C24H20N4O9P-		0.000	23.638	16.633	7.005	23	0.911	-2.368	2.659	3.416		539.099	1800	29.996	852612289774310235	852601221517016837	852601221512822532	865	
6	C23H19N4O7P	[M + CH2O2 - H]-	C24H20N4O9P-		0.000	23.638	16.633	7.005	15	0.844	-2.583	3.953	3.416		539.099	1800	29.996	852612289774310236	852601221517016837	852601221512822532	865	
7	C23H17FN6O9	[M - H]-	C23H16FN6O9-		0.000	23.360	16.498	6.863	18	0.876	-3.550	3.550	4.363		539.099	1800	29.996	852612289774310237	852601221517016837	852601221512822532	865	
8	C22H15FN6O7	[M + CH2O2 - H]-	C23H16FN6O9-		0.000	23.360	16.498	6.863	14	0.823	-3.854	3.854	4.363		539.099	1800	29.996	852612289774310238	852601221517016837	852601221512822532	865	
9	C23H17F5N4O6	[M - H]-	C23H16F5N4O6-		0.000	22.825	18.191	4.635	24	0.914	-2.679	2.679	-0.684		539.099	1800	29.996	852612289774310239	852601221517016837	852601221512822532	865	
10	C22H15F5N4O4	[M + CH2O2 - H]-	C23H16F5N4O6-		0.000	22.825	18.191	4.635	16	0.847	-3.723	3.723	-0.684		539.099	1800	29.996	852612289774310240	852601221517016837	852601221512822532	865	
1	C30H20O10	[M + H]+	C30H21O10+		1.000	30.764	22.192	8.572	15	0.880	-2.133	2.646	4.466		541.115	1801	30.012	852612240453486432	852601278987378567	852601278987378566	2520	
2	C23H20N6O8S	[M + H]+	C23H21N6O8S+		0.000	22.839	18.410	4.429	15	0.880	-2.133	2.646	3.199		541.115	1801	30.012	852612240453486433	852601278987378567	852601278987378566	2520	
3	C34H18N2O4	[M + Na]+	C34H18N2NaO4+		0.000	21.532	14.304	7.228	14	0.862	-3.638	3.638	-0.994		541.115	1801	30.012	852612240453486434	852601278987378567	852601278987378566	2520	
4	C25H26O10S	[M + Na]+	C25H26NaO10S+		0.000	16.532	11.549	4.984	14	0.872	-2.554	2.554	2.682		541.115	1801	30.012	852612240453486435	852601278987378567	852601278987378566	2520	
5	C28H23FN2O6	[M + K]+	C28H23FKN2O6+		0.000	16.258	13.367	2.891	15	0.880	-2.946	3.038	-3.387		541.115	1801	30.012	852612240453486436	852601278987378567	852601278987378566	2520	
6	C27H21FO11	[M + H]+	C27H22FO11+		0.000	13.315	5.271	8.044	14	0.875	-1.712	2.554	2.354		541.115	1801	30.012	852612240453486437	852601278987378567	852601278987378566	2520	
